marital status,age,gender,rooms,hobbies,alcoholic,annual_income,fav_color,other_props,work_hours,avg_energy,other_cities,office_distance,ethnicity,devotional,ed_qualification,expenses,genre,nature_lover,high_raise_apt,sports,texture,outing,group
1,33,0,2,cooking,0,851246,yellow,7,8,1503,chennai,23,kannada,1,14,11,cover,1,1,indoor,soft,1,6
1,26,1,1,sleeping,0,214791,red,2,7,2551,ranchi,1,telugu,1,15,13,mashups,0,1,outdoor,fluffy,2,9
2,24,1,2,sleeping,0,7775818,grey,4,5,632,kohima,9,malayalam,0,12,27,metallic,1,1,virtual,matte,0,4
1,60,0,3,sports,0,837270,orange,7,11,486,shimla,3,kannada,1,1,11,soft,0,0,virtual,fluffy,2,6
0,20,0,3,acting,0,5381784,yellow,4,8,1869,jammu,14,bengali,1,14,14,metallic,1,0,virtual,hard,0,4
2,53,1,1,reading,1,7850318,orange,2,5,2305,dispur,6,marathi,0,14,20,pop,0,1,indoor,hard,0,6
0,15,1,1,traveling,1,1884102,red,2,10,2305,kolkata,10,kannada,1,14,9,pop,0,1,indoor,matte,0,9
0,18,0,3,reading,0,652739,purple,2,6,1682,hyderbad,10,telugu,0,12,10,soft,1,0,virtual,matte,0,9
0,41,1,1,dancing,0,680555,purple,8,6,2334,gandhinagar,13,hindi,1,14,1,mashups,0,1,augmented,hard,1,4
0,30,1,2,dancing,0,1164430,red,2,4,1718,bhubaneswar,8,tamil,1,12,28,pop,0,0,indoor,fluffy,1,9
0,15,1,3,acting,0,257205,purple,2,8,1902,ranchi,20,bengali,0,6,4,pop,1,1,virtual,hard,0,9
0,24,0,1,traveling,1,6683746,grey,2,7,379,gandhinagar,10,hindi,1,12,17,rock,1,0,virtual,fluffy,0,4
1,14,2,1,traveling,0,8273815,green,2,8,2551,mumbai,7,punjabi,1,12,6,romantic,0,1,augmented,soft,1,6
0,27,1,2,cooking,0,6251352,grey,7,8,337,imphal,23,malayalam,1,8,19,mashups,0,1,virtual,fluffy,0,3
0,18,0,2,dancing,0,8973395,brown,3,3,2690,chennai,8,punjabi,0,12,10,hiphop,1,0,indoor,matte,0,4
0,41,0,1,sleeping,1,556724,grey,1,9,3139,panaji,23,hindi,0,14,21,pop,0,0,augmented,hard,0,9
1,60,1,2,sports,1,949312,orange,3,10,370,chennai,6,malayalam,1,6,30,romantic,0,0,outdoor,fluffy,2,9
0,18,1,1,sports,0,214791,blue,2,5,407,jammu,10,marathi,1,14,26,pop,0,1,augmented,hard,2,9
0,27,1,1,sports,0,6941819,blue,3,10,337,ranchi,23,hindi,0,13,27,cover,0,0,indoor,fluffy,1,4
0,25,0,1,cooking,1,5321373,red,1,10,1649,srinagar,16,punjabi,1,14,1,cover,1,0,virtual,silky,1,4
0,52,0,1,reading,1,980184,black,2,4,3139,gandhinagar,6,telugu,1,14,23,cover,0,1,augmented,fluffy,0,10
0,41,1,3,singing,1,5381784,purple,2,9,2699,raipur,23,tamil,1,14,10,hiphop,0,1,outdoor,silky,1,4
0,17,1,3,reading,0,1360106,white,2,0,1718,bangalore,10,kannada,1,13,10,cover,1,1,virtual,hard,1,9
1,48,0,4,singing,0,754169,orange,2,5,486,hyderbad,5,bengali,1,2,3,pop,0,1,indoor,soft,1,9
2,18,0,2,traveling,1,7508875,yellow,2,4,1047,bhubaneswar,15,telugu,1,14,10,mashups,0,0,augmented,soft,1,4
1,5,0,2,volunteering,0,4782671,orange,2,10,2334,thiruvananthapuram,6,tamil,1,13,19,pop,1,1,indoor,soft,2,6
0,11,1,3,sleeping,1,8596595,grey,2,8,533,lucknow,4,telugu,1,7,3,jaaz,0,1,indoor,silky,1,3
1,56,1,3,volunteering,1,6941819,black,2,7,689,dispur,1,punjabi,1,15,27,jaaz,1,0,virtual,soft,1,4
2,43,0,2,volunteering,1,9525596,red,2,5,2305,itanagar,8,telugu,1,24,12,soft,1,1,outdoor,soft,0,8
0,20,1,3,acting,0,6683746,purple,1,3,1718,mumbai,6,bengali,1,14,20,soft,0,0,indoor,matte,0,4
0,6,0,2,singing,1,3498858,pink,1,12,519,kohima,15,tamil,1,12,40,metallic,0,0,virtual,soft,1,4
0,18,1,3,acting,1,309195,blue,3,8,3749,bangalore,10,punjabi,1,6,2,metallic,1,1,augmented,silky,2,4
0,14,0,1,traveling,1,5321373,purple,2,7,1166,chandigarh,9,malayalam,0,14,6,rock,0,1,outdoor,soft,2,4
0,18,1,3,acting,0,2462054,black,2,1,2699,agartala,25,kannada,1,14,7,pop,1,1,outdoor,silky,2,4
1,45,1,1,watching,1,505020,blue,1,9,2768,jammu,5,kannada,1,24,40,metallic,1,1,virtual,matte,2,9
2,51,0,3,traveling,0,4983019,purple,2,8,251,srinagar,1,telugu,1,13,38,pop,0,1,augmented,silky,1,6
0,37,0,2,singing,1,428343,purple,3,8,1244,patna,10,bengali,1,21,33,jaaz,1,0,indoor,hard,0,9
3,48,1,3,watching,1,403987,white,1,10,2305,patna,3,bengali,0,12,8,cover,1,0,outdoor,hard,1,8
0,47,1,1,traveling,0,7775818,pink,2,8,3749,raipur,8,tamil,1,12,15,pop,1,1,virtual,fluffy,2,4
1,31,1,3,sports,1,329840,brown,1,10,2832,patna,14,bengali,1,12,27,metallic,1,1,outdoor,matte,2,9
3,30,1,3,singing,0,9525596,blue,2,10,1869,jammu,4,punjabi,1,17,40,jaaz,0,0,augmented,silky,1,8
0,24,0,2,reading,0,8273815,black,2,5,1047,delhi,10,malayalam,0,14,27,mashups,0,0,augmented,matte,1,4
1,19,0,2,cooking,1,260870,brown,1,12,1718,patna,6,tamil,0,12,25,metallic,0,0,virtual,matte,1,1
0,33,1,2,reading,1,1079127,grey,4,4,251,raipur,25,hindi,0,16,20,folk,1,1,augmented,hard,1,4
0,6,0,1,dancing,0,938438,purple,2,6,921,panaji,20,kannada,1,11,8,mashups,1,1,indoor,hard,1,10
0,17,1,3,traveling,0,891648,brown,2,0,1507,jaipur,8,malayalam,1,18,3,hiphop,0,1,virtual,hard,1,9
0,24,0,3,traveling,0,980184,brown,1,9,3139,lucknow,4,bengali,1,15,10,mashups,1,0,virtual,hard,1,10
0,7,0,2,cooking,1,938438,purple,2,8,3139,patna,23,malayalam,1,16,29,rock,0,0,indoor,fluffy,0,9
3,26,0,2,sports,0,5330846,yellow,7,1,2202,mumbai,16,punjabi,1,21,8,cover,1,1,augmented,silky,1,8
0,57,0,2,singing,0,310904,yellow,1,7,632,jammu,21,hindi,1,5,10,jaaz,0,1,indoor,matte,0,10
1,8,0,1,singing,1,112202,brown,4,10,884,chandigarh,14,bengali,1,13,8,metallic,1,1,outdoor,matte,0,7
2,30,1,3,reading,0,716230,black,1,11,831,thiruvananthapuram,16,marathi,0,11,3,soft,1,0,augmented,silky,0,8
1,27,0,3,volunteering,0,738824,yellow,1,1,1503,delhi,10,telugu,0,14,10,hiphop,0,0,outdoor,fluffy,2,10
1,18,0,2,dancing,1,150237,black,1,4,1758,shimla,10,malayalam,1,12,3,folk,1,1,outdoor,fluffy,1,7
1,25,1,3,traveling,0,2074427,black,3,11,355,jaipur,7,telugu,1,12,18,mashups,0,1,virtual,hard,1,2
1,30,1,3,sleeping,0,6941819,brown,7,8,1516,srinagar,7,hindi,1,13,8,mashups,1,1,augmented,hard,1,9
1,11,1,3,traveling,1,3017170,yellow,2,9,1987,hyderbad,4,punjabi,0,17,11,folk,0,1,augmented,silky,2,6
3,33,0,1,singing,1,2753719,yellow,1,12,1394,kolkata,7,punjabi,0,12,10,pop,0,0,outdoor,soft,0,8
0,8,1,2,watching,1,336197,purple,2,10,3749,khammam,14,punjabi,1,7,25,folk,1,0,virtual,silky,1,9
0,11,1,1,reading,1,329840,white,1,8,263,lucknow,1,marathi,1,14,21,jaaz,1,1,indoor,matte,0,9
0,29,1,3,volunteering,0,111985,red,2,10,1507,kolkata,15,malayalam,1,13,5,metallic,0,1,indoor,matte,2,9
0,28,1,2,sports,0,893732,yellow,4,8,3912,shimla,20,tamil,0,14,30,pop,1,1,indoor,hard,0,9
0,19,0,3,sports,1,7775818,green,2,8,395,mumbai,15,tamil,0,20,13,folk,1,0,indoor,hard,0,4
3,19,0,2,acting,1,1884102,green,2,4,519,imphal,1,kannada,1,23,19,romantic,1,0,outdoor,fluffy,0,8
1,23,2,2,cooking,1,2462054,black,2,8,875,delhi,7,kannada,1,20,14,metallic,1,1,augmented,hard,1,6
1,21,0,3,watching,0,8017090,green,3,9,1130,shimla,29,tamil,1,14,40,pop,0,0,indoor,fluffy,0,1
0,20,1,3,volunteering,0,3832751,black,2,12,963,shimla,23,malayalam,1,12,3,jaaz,1,0,outdoor,soft,2,4
3,30,0,1,sleeping,1,1079127,grey,3,0,2445,raipur,23,hindi,0,13,3,metallic,0,1,outdoor,soft,1,8
1,7,0,1,reading,0,309195,red,2,10,2160,ranchi,10,kannada,1,14,1,rock,0,1,augmented,silky,1,7
0,44,2,1,watching,0,6251352,white,2,9,1219,itanagar,3,bengali,1,3,31,mashups,1,0,outdoor,fluffy,0,4
0,47,1,3,traveling,0,2462054,black,2,8,1869,jaipur,9,kannada,0,14,12,jaaz,1,1,outdoor,hard,0,4
0,41,0,3,singing,0,980184,grey,1,10,2372,agartala,10,kannada,0,9,5,mashups,1,0,augmented,fluffy,0,9
0,30,0,1,cooking,0,589089,blue,1,4,1767,mumbai,10,hindi,1,13,1,cover,1,1,indoor,soft,0,9
0,19,0,1,singing,0,1164430,blue,2,12,251,chennai,10,marathi,1,2,10,metallic,1,0,outdoor,soft,2,10
0,58,0,2,dancing,1,5321373,yellow,2,1,1869,shillong,14,bengali,1,12,17,romantic,0,1,indoor,soft,0,4
1,30,1,3,acting,1,589089,red,2,10,2305,gandhinagar,10,punjabi,1,0,5,rock,0,1,outdoor,soft,1,9
1,19,0,3,volunteering,0,6683746,white,4,10,1047,shimla,15,malayalam,1,14,3,jaaz,1,1,outdoor,fluffy,1,1
0,23,1,3,sleeping,0,4648178,red,4,0,673,ranchi,20,tamil,1,22,20,jaaz,1,1,outdoor,silky,0,4
1,12,1,1,traveling,0,7508875,grey,2,6,306,jammu,10,marathi,1,7,3,romantic,0,0,indoor,silky,0,6
0,24,0,1,acting,1,891648,black,1,5,1355,mumbai,18,punjabi,1,20,26,pop,0,0,virtual,fluffy,1,10
0,22,1,1,cooking,0,7508875,purple,1,5,1902,imphal,5,punjabi,1,13,11,hiphop,1,1,outdoor,fluffy,2,4
0,11,2,4,acting,1,436464,brown,2,6,486,chandigarh,5,marathi,1,8,3,pop,1,1,indoor,hard,2,4
0,14,0,2,singing,0,1079127,red,1,10,831,gandhinagar,7,marathi,1,13,20,romantic,0,1,augmented,fluffy,1,10
0,48,0,2,dancing,1,862365,white,3,10,2831,jaipur,1,kannada,0,10,9,pop,1,0,indoor,hard,0,9
0,25,0,1,sleeping,0,1164430,green,1,10,395,thiruvananthapuram,6,telugu,1,5,10,mashups,0,0,virtual,silky,2,10
0,51,0,2,cooking,1,5007892,brown,1,5,673,vijayawada,4,tamil,1,12,20,jaaz,0,0,outdoor,matte,1,4
1,73,0,2,watching,0,2651024,purple,2,8,1767,bangalore,16,hindi,1,14,23,cover,1,1,augmented,silky,1,9
0,53,1,1,volunteering,1,589089,white,4,12,2551,chennai,1,telugu,1,12,30,hiphop,0,0,virtual,fluffy,2,5
0,13,1,3,acting,0,589089,black,7,5,2573,hyderbad,10,hindi,0,5,7,metallic,0,1,outdoor,silky,1,4
0,19,1,2,singing,0,112202,yellow,2,11,2389,itanagar,5,hindi,0,22,20,jaaz,0,0,augmented,fluffy,2,9
1,18,0,3,reading,0,9258371,green,7,5,602,gandhinagar,21,hindi,1,14,14,metallic,0,0,augmented,hard,0,7
2,31,0,1,traveling,0,656271,purple,2,10,2048,lucknow,9,telugu,0,14,5,metallic,0,1,indoor,hard,0,8
0,27,0,4,dancing,0,1460818,pink,2,8,853,patna,1,tamil,1,17,1,hiphop,0,1,virtual,fluffy,2,4
0,14,1,2,dancing,0,7850318,black,3,12,407,kohima,9,marathi,1,17,5,jaaz,1,0,virtual,silky,2,4
1,31,2,3,singing,1,214791,purple,2,5,602,chandigarh,3,malayalam,1,12,31,soft,0,1,virtual,silky,0,9
0,20,1,3,sleeping,0,556724,purple,2,0,2372,dispur,14,kannada,1,5,26,rock,1,1,augmented,soft,1,9
0,36,0,3,dancing,0,150237,grey,2,12,1718,bhubaneswar,6,punjabi,1,14,20,mashups,0,0,virtual,hard,2,9
0,14,0,1,singing,0,218690,yellow,2,5,2768,srinagar,4,malayalam,1,14,7,rock,1,1,outdoor,fluffy,2,10
0,37,0,2,traveling,0,571428,red,2,8,1516,gandhinagar,5,tamil,1,12,20,mashups,0,0,outdoor,soft,1,9
0,60,1,3,singing,1,2462054,brown,8,5,897,kohima,8,tamil,1,9,15,rock,1,0,indoor,hard,0,3
0,18,1,1,cooking,1,215870,yellow,4,7,251,kohima,28,bengali,1,16,10,romantic,1,0,outdoor,hard,2,9
1,22,0,3,volunteering,0,6683746,white,2,10,1932,panaji,3,tamil,1,21,1,hiphop,1,0,indoor,fluffy,1,1
0,6,0,1,sports,0,7775818,black,2,8,306,gandhinagar,6,malayalam,0,16,30,mashups,0,1,augmented,fluffy,0,4
1,47,0,2,cooking,0,1718402,white,2,11,828,imphal,9,kannada,0,17,3,soft,1,0,virtual,fluffy,2,9
0,19,1,2,watching,1,8348261,red,3,9,2831,mumbai,15,telugu,0,12,3,metallic,0,1,indoor,matte,2,3
1,20,1,1,volunteering,1,3017170,purple,1,11,2375,shimla,5,marathi,1,12,20,mashups,1,1,outdoor,hard,0,2
2,39,1,4,sleeping,0,131480,purple,2,10,1503,jaipur,21,hindi,1,14,1,rock,0,1,augmented,matte,0,8
0,33,1,2,traveling,1,4648178,blue,2,10,883,chandigarh,5,hindi,1,5,12,rock,1,1,augmented,matte,0,4
2,67,1,1,cooking,0,588503,red,2,1,768,dehradun,4,telugu,0,24,11,romantic,1,0,virtual,fluffy,1,8
1,20,0,3,reading,0,3498858,red,1,4,396,kolkata,6,telugu,1,16,25,folk,0,0,augmented,fluffy,2,1
0,53,1,3,sports,0,5797253,grey,3,8,533,bhubaneswar,6,punjabi,0,12,20,hiphop,1,1,indoor,hard,0,4
0,32,1,3,acting,1,1069422,yellow,1,5,2202,shillong,15,malayalam,1,13,20,romantic,0,0,indoor,matte,1,9
1,7,0,3,acting,1,984830,blue,2,10,2831,srinagar,4,hindi,1,20,20,soft,1,0,outdoor,soft,1,7
0,6,1,2,traveling,0,910711,pink,4,6,407,delhi,15,hindi,1,15,28,mashups,0,0,virtual,matte,0,9
1,31,1,1,acting,1,910711,grey,4,4,1932,mumbai,20,punjabi,1,21,11,metallic,1,1,virtual,soft,2,9
0,25,1,2,sports,1,257205,white,1,8,521,delhi,29,tamil,1,10,14,mashups,1,0,outdoor,fluffy,1,9
0,20,0,4,dancing,1,680555,white,2,4,828,kohima,3,marathi,1,14,25,cover,0,0,indoor,matte,1,4
3,20,0,1,acting,1,716230,blue,2,10,1767,srinagar,9,malayalam,1,15,5,pop,1,0,virtual,hard,1,8
0,24,1,2,sports,1,7508875,green,1,10,395,bhopal,10,telugu,0,6,30,romantic,1,1,indoor,hard,2,4
0,59,0,2,singing,0,8154472,white,4,4,1902,jammu,8,punjabi,0,16,5,mashups,1,0,virtual,hard,0,3
0,33,0,2,sleeping,0,148716,red,8,8,1355,jammu,1,kannada,1,15,12,cover,0,1,augmented,silky,2,4
0,24,1,1,reading,1,2753719,brown,2,3,1552,jammu,3,malayalam,1,16,19,mashups,0,0,augmented,soft,2,9
0,59,1,3,volunteering,1,309195,purple,1,10,263,hyderbad,8,telugu,0,15,15,folk,0,1,outdoor,fluffy,2,5
0,18,0,3,sleeping,0,837270,pink,2,10,1718,bangalore,1,telugu,1,5,27,hiphop,1,1,augmented,soft,1,9
0,36,0,3,cooking,0,8154472,yellow,2,10,1682,raipur,7,kannada,1,14,18,folk,1,0,outdoor,fluffy,2,4
0,18,0,2,reading,0,8017090,orange,1,8,3214,vijayawada,1,marathi,0,16,40,folk,0,1,augmented,hard,2,4
1,67,0,1,singing,0,3350881,black,7,12,1552,bangalore,14,marathi,0,14,6,romantic,0,0,outdoor,matte,1,6
0,11,0,1,cooking,1,150237,brown,1,5,1552,panaji,16,tamil,1,14,4,pop,1,0,indoor,fluffy,0,10
0,57,0,1,dancing,0,1795936,purple,2,10,2334,patna,4,kannada,0,0,15,jaaz,1,0,augmented,soft,1,10
2,25,0,2,cooking,0,2753719,white,2,7,632,itanagar,4,telugu,1,14,20,romantic,1,0,augmented,soft,2,8
0,58,0,3,acting,1,131480,green,1,8,2573,kohima,14,malayalam,0,3,29,rock,0,1,outdoor,hard,1,5
1,33,0,2,dancing,0,680555,white,2,4,2375,gandhinagar,10,hindi,1,13,10,mashups,1,0,augmented,matte,1,10
0,14,0,3,acting,0,862365,grey,2,12,1355,shillong,9,telugu,1,16,8,cover,1,0,indoor,hard,1,9
0,47,1,3,dancing,1,2074427,pink,2,5,875,thiruvananthapuram,13,punjabi,1,14,22,jaaz,1,0,virtual,hard,2,4
0,33,1,2,sports,0,6683746,purple,2,8,632,lucknow,23,kannada,0,13,27,romantic,1,0,virtual,fluffy,1,4
0,11,0,3,traveling,1,8973395,white,1,6,355,imphal,2,tamil,0,16,7,metallic,0,1,outdoor,silky,0,4
3,5,1,1,dancing,0,816236,black,2,5,3832,bhubaneswar,1,bengali,1,14,20,cover,1,1,indoor,soft,1,8
0,18,2,1,cooking,0,3046609,orange,4,10,1869,delhi,8,marathi,1,3,10,mashups,1,0,virtual,soft,1,4
2,19,0,2,cooking,1,1795936,grey,1,12,486,dehradun,4,hindi,1,14,10,folk,0,0,indoor,matte,2,8
1,18,0,2,dancing,0,7775818,blue,4,6,533,bangalore,2,malayalam,1,13,9,metallic,0,0,augmented,matte,0,4
0,13,0,1,watching,0,148716,white,2,4,2558,delhi,15,bengali,0,16,5,rock,1,0,outdoor,hard,0,10
1,25,0,3,acting,0,214791,white,7,9,1219,thiruvananthapuram,6,tamil,1,12,14,metallic,0,1,virtual,matte,2,1
0,22,1,3,watching,0,505020,white,3,7,1166,srinagar,10,tamil,1,21,40,jaaz,1,0,indoor,hard,0,9
0,14,1,2,volunteering,1,910711,purple,2,8,1047,kolkata,5,hindi,1,4,16,folk,1,1,virtual,silky,1,9
0,20,1,3,singing,1,9587831,red,1,10,2375,bangalore,18,punjabi,1,17,11,rock,1,1,outdoor,hard,2,3
3,11,1,3,reading,0,436464,red,2,6,407,raipur,10,hindi,1,21,1,folk,0,1,outdoor,silky,1,8
0,60,0,2,sleeping,1,9258371,yellow,2,5,1552,patna,9,marathi,1,22,9,romantic,0,1,virtual,matte,0,3
1,20,1,1,volunteering,1,8154472,brown,2,6,2690,khammam,2,kannada,1,17,17,pop,0,0,augmented,soft,1,2
0,18,1,3,watching,1,984830,white,2,10,2372,delhi,20,malayalam,1,17,39,hiphop,0,0,outdoor,fluffy,0,9
0,15,1,3,traveling,1,111985,white,4,7,1542,srinagar,1,telugu,0,1,20,jaaz,1,0,virtual,hard,2,4
3,44,1,1,watching,0,111985,yellow,4,12,2202,agartala,10,tamil,1,7,3,jaaz,0,1,indoor,silky,1,8
2,8,0,1,watching,0,891648,brown,2,5,355,bhubaneswar,5,punjabi,1,12,20,cover,1,0,indoor,silky,1,8
0,17,2,1,cooking,1,399312,green,1,4,1633,gandhinagar,24,marathi,0,14,20,pop,1,1,outdoor,fluffy,1,1
2,60,0,2,dancing,1,2208382,green,2,9,1394,kohima,9,tamil,0,17,1,cover,0,0,outdoor,fluffy,1,6
2,20,1,1,reading,1,8973395,red,2,10,1718,gangtok,1,bengali,1,14,17,metallic,0,1,augmented,soft,0,4
0,19,0,3,acting,1,816236,red,2,8,2832,itanagar,1,bengali,0,12,5,hiphop,0,0,augmented,hard,1,9
1,24,0,1,sports,1,6153800,red,2,0,3832,itanagar,8,hindi,1,15,10,pop,0,1,outdoor,silky,0,1
1,27,1,3,traveling,0,910711,blue,2,12,370,dehradun,14,kannada,1,15,10,metallic,1,0,outdoor,soft,1,9
0,42,0,2,watching,1,588503,purple,4,8,355,thiruvananthapuram,1,hindi,0,13,10,jaaz,0,0,outdoor,hard,1,4
1,19,1,3,sports,0,336197,yellow,8,8,370,delhi,15,marathi,1,18,23,mashups,1,1,virtual,hard,2,2
0,43,0,3,singing,1,4983019,white,4,4,2573,itanagar,18,telugu,1,14,11,hiphop,0,0,augmented,silky,2,4
1,52,1,1,cooking,0,7135245,green,1,4,1718,gandhinagar,10,malayalam,0,16,20,folk,1,0,indoor,hard,0,6
0,30,0,2,reading,1,8973395,grey,3,11,486,kohima,28,marathi,0,17,9,romantic,0,0,augmented,matte,1,3
1,33,0,3,watching,0,2208382,black,2,9,519,shimla,11,telugu,1,5,6,metallic,1,0,virtual,soft,0,6
0,11,1,3,reading,0,738824,pink,3,9,2160,chandigarh,6,bengali,1,14,20,pop,1,1,indoor,fluffy,2,9
1,6,0,1,reading,0,8596595,purple,1,9,1244,chandigarh,9,bengali,1,4,10,soft,0,1,virtual,matte,0,6
0,59,1,4,volunteering,1,893732,green,1,10,2445,gangtok,5,malayalam,0,16,4,pop,0,0,virtual,silky,2,5
1,41,1,2,sleeping,0,1563723,purple,7,5,1507,chandigarh,4,punjabi,1,4,40,jaaz,0,1,outdoor,silky,1,6
1,10,0,2,dancing,1,505020,pink,1,10,3467,chennai,16,tamil,1,15,12,pop,1,0,augmented,matte,2,7
0,31,0,1,watching,0,8154472,purple,4,9,2048,panaji,1,kannada,1,18,13,pop,1,0,indoor,soft,0,4
1,53,0,3,traveling,0,3832751,grey,1,8,396,hyderbad,24,hindi,0,12,20,romantic,1,0,augmented,matte,0,6
0,15,1,3,dancing,0,652739,red,1,12,1869,imphal,21,marathi,1,17,34,folk,1,0,virtual,silky,0,9
0,25,1,2,sports,1,987529,black,2,12,3972,srinagar,4,bengali,0,14,13,jaaz,0,1,outdoor,matte,1,9
0,27,0,3,sports,1,9258371,purple,1,7,1718,kolkata,10,bengali,0,16,18,jaaz,1,0,outdoor,hard,1,3
0,48,1,1,acting,0,8017090,pink,1,10,1047,bhubaneswar,11,punjabi,1,20,25,cover,1,0,augmented,hard,1,4
1,30,1,3,reading,0,215870,yellow,4,10,533,dehradun,6,telugu,1,16,19,soft,1,0,virtual,matte,0,6
0,6,1,3,reading,1,1718402,black,1,6,632,raipur,20,malayalam,1,15,19,folk,0,1,virtual,fluffy,0,9
0,41,0,1,sleeping,1,5330846,white,7,5,875,itanagar,8,bengali,1,12,1,folk,1,0,virtual,soft,2,3
0,36,1,4,reading,1,851246,white,1,0,2558,ranchi,6,kannada,1,14,10,metallic,1,0,augmented,silky,0,9
0,20,1,3,singing,1,2753719,purple,1,5,3832,dehradun,2,bengali,0,14,20,romantic,1,1,indoor,matte,0,4
0,20,0,2,watching,1,6683746,yellow,2,10,355,agartala,17,tamil,1,12,14,mashups,0,1,augmented,silky,1,4
3,44,0,3,traveling,0,984830,pink,2,5,1219,thiruvananthapuram,2,telugu,1,13,9,hiphop,0,0,augmented,silky,0,8
3,13,0,2,volunteering,0,5381784,brown,4,9,1244,chandigarh,6,malayalam,0,12,27,pop,0,1,indoor,hard,1,6
0,52,1,2,cooking,0,257205,red,3,10,1047,kolkata,9,malayalam,0,24,10,jaaz,0,0,indoor,silky,1,5
0,29,0,2,acting,1,257205,brown,2,3,306,mumbai,10,telugu,0,22,3,mashups,0,1,augmented,hard,0,9
0,72,1,2,cooking,1,1884102,orange,3,4,1633,patna,10,punjabi,1,13,20,folk,1,1,virtual,silky,1,4
1,7,0,3,sleeping,0,2338408,red,3,4,3139,jammu,15,bengali,1,13,8,cover,0,0,indoor,soft,0,6
0,53,1,2,reading,1,4782671,red,3,10,395,kolkata,23,malayalam,0,3,10,romantic,0,0,virtual,matte,2,4
0,34,0,4,watching,0,3350881,black,4,8,533,chandigarh,5,hindi,1,16,5,hiphop,1,1,indoor,soft,1,4
0,41,1,3,sleeping,1,571428,purple,4,4,1718,itanagar,15,kannada,1,12,6,metallic,1,0,augmented,hard,0,4
0,30,0,2,sports,0,7135245,yellow,1,8,1902,jammu,3,marathi,1,12,19,romantic,1,1,indoor,silky,0,4
0,13,0,3,sleeping,1,652739,brown,1,9,2551,vijayawada,8,malayalam,1,14,9,cover,0,0,virtual,fluffy,0,9
3,13,1,1,sleeping,0,5007892,blue,2,8,2389,shillong,23,telugu,0,13,11,metallic,0,1,outdoor,soft,2,6
0,36,0,1,volunteering,1,3498858,pink,1,11,521,bhubaneswar,4,kannada,1,21,10,rock,0,0,indoor,soft,2,9
1,21,1,3,sports,1,949312,yellow,2,5,2160,mumbai,3,hindi,1,17,36,hiphop,1,1,indoor,fluffy,2,2
1,8,1,3,watching,0,257205,black,8,11,3912,aizawl,10,kannada,1,12,12,pop,0,1,augmented,fluffy,0,6
1,23,0,2,watching,1,571428,white,4,9,1468,lucknow,1,bengali,1,15,3,soft,1,1,outdoor,matte,2,1
0,36,1,3,cooking,1,8154472,yellow,1,5,2672,lucknow,6,malayalam,1,10,28,folk,0,1,outdoor,fluffy,0,4
0,19,0,2,cooking,1,9525596,black,1,10,884,mumbai,8,hindi,1,20,30,romantic,0,0,augmented,silky,1,4
0,20,2,3,reading,1,556724,black,1,5,1825,shillong,16,punjabi,1,13,3,hiphop,0,0,virtual,soft,1,9
1,15,1,1,sleeping,1,2651024,pink,2,9,1166,chennai,1,malayalam,0,14,3,rock,1,1,indoor,soft,0,7
0,26,0,1,cooking,0,987529,white,2,5,543,jaipur,16,bengali,0,14,25,metallic,0,0,augmented,soft,0,9
0,59,0,1,volunteering,1,589089,grey,8,10,263,panaji,20,malayalam,1,17,31,folk,0,1,augmented,fluffy,1,4
0,20,2,3,acting,0,399312,black,4,5,2375,delhi,21,bengali,0,7,27,mashups,0,1,augmented,hard,1,4
1,16,1,2,sports,0,5381784,purple,3,10,3972,dispur,18,kannada,1,14,18,pop,1,1,augmented,fluffy,1,6
1,24,0,3,singing,1,309195,yellow,2,5,963,srinagar,1,malayalam,1,14,29,hiphop,0,1,augmented,matte,2,1
1,30,0,2,singing,1,816236,black,2,7,486,lucknow,4,kannada,0,13,8,rock,1,0,indoor,hard,0,9
1,14,0,4,singing,1,8973395,yellow,2,6,486,mumbai,5,kannada,1,14,17,pop,1,0,outdoor,silky,2,7
2,18,0,3,reading,0,1460818,white,2,0,884,kolkata,28,marathi,1,21,12,soft,0,0,outdoor,silky,2,8
0,59,0,4,reading,0,2074427,brown,7,3,355,delhi,4,punjabi,1,0,2,soft,0,1,indoor,fluffy,1,4
0,23,0,1,traveling,0,1563723,blue,2,8,1219,bhubaneswar,4,bengali,0,7,27,mashups,0,1,virtual,fluffy,0,10
1,48,1,3,traveling,0,5321373,green,2,12,2445,shimla,8,bengali,1,14,12,rock,1,0,augmented,matte,0,6
1,30,1,2,traveling,0,680555,black,4,4,632,itanagar,14,bengali,1,20,3,cover,1,0,augmented,fluffy,2,9
3,27,0,2,traveling,1,8973395,red,2,11,2573,agartala,24,malayalam,0,16,3,folk,1,1,indoor,matte,1,4
2,60,0,2,volunteering,1,589089,red,2,10,1869,dispur,4,hindi,1,14,11,jaaz,1,0,indoor,matte,2,8
3,26,1,2,dancing,0,2208382,blue,2,10,2334,hyderbad,15,telugu,0,14,40,soft,0,1,virtual,matte,0,8
2,26,0,2,cooking,1,7775818,blue,2,10,395,jaipur,20,hindi,1,23,6,hiphop,1,1,indoor,hard,1,4
1,23,2,2,cooking,1,2338408,purple,1,6,1503,bangalore,2,kannada,0,12,12,cover,1,0,augmented,fluffy,2,9
1,19,1,2,watching,0,2753719,green,2,5,2672,srinagar,6,kannada,1,17,6,cover,1,0,outdoor,silky,2,2
