marital status,age,gender,rooms,hobbies,alcoholic,annual_income,fav_color,other_props,work_hours,avg_energy,other_cities,office_distance,ethnicity,devotional,ed_qualification,expenses,genre,nature_lover,high_raise_apt,sports,texture,outing
married,72,male,2,watching,yes,754169,white,2,10,1682,aizawl,3,tamil,yes,14,21,folk,yes,no,indoor,matte,not so often
married,27,male,3,reading,yes,984830,red,1,5,1987,chandigarh,15,malayalam,no,13,20,rock,no,yes,outdoor,soft,no
married,20,female,3,acting,no,5007892,yellow,2,1,1507,chandigarh,8,malayalam,yes,17,1,jaaz,no,no,virtual,soft,no
married,31,male,1,sports,no,218690,pink,1,8,2334,patna,6,kannada,yes,6,29,metallic,yes,yes,outdoor,matte,no
married,46,female,2,sleeping,no,6683746,black,2,4,1468,chandigarh,9,tamil,yes,14,7,pop,no,yes,augmented,matte,no
unmarried,58,male,1,cooking,no,1079127,purple,1,5,396,kolkata,9,kannada,yes,22,9,soft,no,no,outdoor,fluffy,yes
married,46,male,2,cooking,yes,148716,brown,1,5,883,dispur,1,malayalam,yes,21,10,cover,no,no,augmented,soft,no
married,18,male,1,reading,yes,8973395,white,8,11,921,gandhinagar,20,marathi,no,17,6,metallic,yes,no,outdoor,soft,yes
divorced,20,female,2,cooking,yes,716230,brown,1,5,2202,lucknow,3,punjabi,yes,24,14,soft,no,yes,outdoor,matte,not so often
married,19,male,2,reading,no,1563723,blue,1,7,2305,patna,6,marathi,yes,7,31,cover,yes,no,indoor,hard,not so often
unmarried,30,male,1,cooking,yes,3832751,purple,1,10,2160,thiruvananthapuram,8,marathi,yes,16,23,folk,yes,no,indoor,matte,no
married,27,male,1,acting,yes,505020,orange,1,10,2445,jammu,3,bengali,yes,12,8,metallic,yes,no,indoor,matte,not so often
divorced,19,unspecified,3,sleeping,no,9525596,black,2,10,689,lucknow,17,malayalam,no,20,6,metallic,no,no,indoor,soft,not so often
unmarried,72,female,2,volunteering,yes,329840,orange,2,12,1682,khammam,14,bengali,yes,9,19,rock,no,yes,augmented,fluffy,not so often
divorced,23,male,1,cooking,no,218690,white,1,6,519,agartala,15,telugu,yes,16,10,soft,no,no,outdoor,fluffy,not so often
unmarried,20,female,2,traveling,no,5381784,red,2,1,3286,srinagar,6,marathi,yes,16,4,cover,yes,no,virtual,silky,not so often
married,5,male,3,sports,no,588503,grey,1,10,3912,gangtok,20,telugu,yes,13,6,cover,no,no,outdoor,silky,no
married,59,male,2,volunteering,no,150237,brown,2,8,395,raipur,3,bengali,yes,7,20,cover,yes,no,outdoor,fluffy,not so often
divorced,19,male,3,traveling,yes,214791,grey,4,10,2672,raipur,5,kannada,yes,14,12,hiphop,yes,no,augmented,hard,no
married,16,male,1,dancing,yes,1069422,red,2,10,1682,hyderbad,1,telugu,yes,5,29,metallic,no,yes,virtual,fluffy,yes
unmarried,29,male,3,reading,no,6251352,purple,1,0,845,srinagar,6,hindi,yes,4,18,soft,yes,yes,augmented,silky,yes
married,37,female,2,volunteering,yes,910711,orange,4,5,2672,raipur,18,telugu,no,13,29,soft,no,no,outdoor,matte,yes
married,19,female,2,traveling,yes,3832751,green,8,10,2305,dehradun,18,telugu,yes,7,25,pop,no,no,augmented,soft,not so often
unmarried,10,male,1,sports,yes,5330846,pink,2,4,2831,thiruvananthapuram,18,bengali,no,13,26,pop,yes,yes,augmented,fluffy,yes
married,22,male,1,volunteering,yes,1563723,blue,4,10,2299,itanagar,7,bengali,yes,10,8,hiphop,yes,no,augmented,silky,no
divorced,73,female,3,sports,yes,2651024,blue,8,10,1516,jaipur,7,tamil,yes,12,12,romantic,yes,yes,outdoor,silky,not so often
married,6,male,3,acting,no,571428,pink,4,1,2160,thiruvananthapuram,4,bengali,yes,21,19,hiphop,no,yes,indoor,matte,yes
divorced,30,female,1,traveling,yes,5321373,black,1,0,1902,raipur,10,tamil,yes,12,9,soft,no,yes,indoor,matte,no
widow,42,male,3,watching,yes,1069422,black,2,5,768,chennai,8,punjabi,yes,14,25,soft,yes,no,virtual,silky,not so often
married,14,male,4,sports,no,2651024,grey,4,10,897,bangalore,6,malayalam,yes,13,10,romantic,yes,no,virtual,matte,yes
married,20,male,2,volunteering,no,8973395,yellow,2,7,897,chandigarh,18,punjabi,yes,12,20,hiphop,no,no,augmented,soft,yes
divorced,19,male,1,sleeping,yes,1164430,black,8,12,2375,thiruvananthapuram,3,hindi,yes,21,10,folk,yes,yes,augmented,silky,not so often
married,41,unspecified,2,cooking,no,5007892,pink,2,12,3979,hyderbad,10,kannada,yes,21,29,jaaz,no,yes,augmented,soft,no
unmarried,14,unspecified,3,singing,yes,1079127,brown,3,6,2733,panaji,7,bengali,yes,15,22,romantic,no,no,virtual,hard,not so often
married,19,male,3,reading,no,980184,black,4,0,379,vijayawada,14,hindi,no,6,5,metallic,yes,yes,virtual,matte,not so often
married,20,unspecified,3,singing,no,9525596,black,1,5,1244,vijayawada,6,telugu,yes,12,22,soft,no,no,indoor,hard,no
unmarried,62,female,1,traveling,no,2338408,brown,1,10,2699,panaji,28,telugu,no,14,5,jaaz,no,no,indoor,hard,not so often
unmarried,52,male,3,sports,no,2208382,red,2,10,1355,panaji,7,marathi,yes,23,11,hiphop,yes,yes,outdoor,hard,no
unmarried,43,male,3,reading,no,4492854,brown,2,7,883,chennai,14,telugu,yes,16,27,metallic,yes,no,outdoor,silky,yes
married,55,male,3,sports,yes,5330846,brown,2,8,3749,mumbai,5,marathi,no,24,9,mashups,no,yes,augmented,fluffy,not so often
divorced,20,male,2,reading,no,9258371,grey,1,10,2048,raipur,23,malayalam,yes,17,1,rock,yes,yes,augmented,matte,no
widow,20,male,2,singing,yes,310904,black,2,8,884,jaipur,6,malayalam,yes,13,10,mashups,yes,yes,indoor,soft,yes
married,39,female,3,acting,yes,277431,brown,4,5,1542,hyderbad,23,kannada,no,5,21,mashups,no,no,virtual,silky,not so often
married,59,female,2,sleeping,yes,403987,pink,7,3,3979,agartala,28,bengali,no,13,18,pop,yes,yes,indoor,silky,no
widow,46,male,1,reading,no,403987,pink,2,8,3832,lucknow,5,marathi,yes,14,3,cover,no,no,outdoor,silky,yes
widow,18,male,3,traveling,no,6969252,red,3,4,3912,shillong,5,malayalam,no,5,28,jaaz,yes,yes,indoor,hard,no
unmarried,44,female,1,cooking,yes,7508875,blue,1,10,828,patna,9,marathi,yes,17,4,cover,no,no,outdoor,soft,not so often
unmarried,11,female,3,sports,yes,8154472,brown,8,10,2299,bangalore,10,telugu,yes,15,20,rock,no,no,outdoor,silky,yes
unmarried,39,male,4,traveling,yes,218690,grey,2,4,3832,bangalore,3,tamil,no,12,10,hiphop,yes,no,virtual,soft,yes
divorced,31,male,1,sports,yes,584486,orange,3,9,831,itanagar,1,hindi,yes,14,40,rock,no,no,virtual,hard,yes
divorced,59,male,2,volunteering,no,277431,green,8,10,355,mumbai,15,tamil,no,24,39,hiphop,no,no,indoor,silky,not so often
married,51,female,1,singing,no,851246,brown,2,3,2573,chandigarh,9,telugu,yes,15,6,romantic,yes,yes,virtual,soft,yes
widow,19,male,2,acting,no,7850318,green,2,3,396,ranchi,16,telugu,yes,12,3,cover,no,yes,virtual,matte,no
unmarried,20,female,2,cooking,yes,329840,red,1,10,673,delhi,1,telugu,yes,12,20,jaaz,yes,no,outdoor,soft,no
widow,60,male,4,cooking,yes,8017090,green,4,9,768,itanagar,4,hindi,yes,5,10,jaaz,no,no,augmented,soft,not so often
unmarried,20,male,2,traveling,no,4492854,yellow,1,8,2334,mumbai,10,telugu,no,13,10,pop,yes,no,indoor,soft,not so often
divorced,19,male,2,volunteering,no,436464,white,2,8,533,bhubaneswar,8,punjabi,yes,15,3,jaaz,yes,yes,virtual,silky,no
unmarried,25,male,3,traveling,no,6941819,pink,2,8,1633,patna,7,hindi,yes,14,28,romantic,yes,no,virtual,matte,yes
married,47,female,3,traveling,no,112202,orange,2,3,395,itanagar,9,hindi,no,20,27,hiphop,no,yes,outdoor,silky,not so often
unmarried,21,male,2,dancing,no,851246,pink,1,12,1166,agartala,14,bengali,yes,13,12,metallic,no,no,virtual,soft,not so often
divorced,20,male,2,dancing,yes,4983019,blue,2,12,2375,raipur,10,telugu,no,12,9,metallic,no,yes,indoor,silky,no
married,14,male,2,volunteering,no,5321373,blue,1,4,3954,gangtok,7,kannada,no,24,5,jaaz,yes,yes,outdoor,fluffy,yes
unmarried,7,female,2,sports,no,329840,brown,7,12,533,agartala,14,telugu,yes,17,13,pop,yes,no,augmented,fluffy,yes
divorced,26,female,2,sports,yes,335973,yellow,2,12,1718,delhi,1,kannada,yes,20,1,romantic,no,yes,virtual,soft,yes
divorced,24,male,3,reading,yes,738824,blue,2,12,379,srinagar,15,malayalam,yes,16,26,jaaz,no,yes,outdoor,soft,yes
married,46,female,2,traveling,no,214791,blue,2,5,921,patna,6,hindi,no,17,40,folk,no,yes,outdoor,fluffy,not so often
married,8,male,3,singing,no,4492854,purple,2,1,396,aizawl,15,kannada,no,24,12,jaaz,yes,yes,virtual,matte,no
married,41,male,2,cooking,yes,403987,black,3,8,2690,chennai,3,marathi,yes,12,11,mashups,no,yes,augmented,hard,no
unmarried,27,female,4,cooking,no,111985,purple,4,9,2672,itanagar,8,tamil,yes,12,3,jaaz,no,yes,virtual,silky,not so often
married,21,female,1,reading,no,104907,grey,2,4,3972,panaji,1,malayalam,yes,9,9,soft,yes,no,virtual,silky,no
unmarried,36,male,1,traveling,no,6394389,pink,2,9,2768,gandhinagar,9,telugu,no,12,11,hiphop,no,no,indoor,silky,not so often
married,39,male,3,sports,yes,309195,pink,1,9,2768,chandigarh,23,kannada,no,12,11,pop,no,yes,augmented,silky,no
married,15,female,1,watching,yes,7850318,blue,1,8,1758,chandigarh,21,marathi,yes,20,8,cover,no,no,outdoor,hard,no
married,25,male,1,sports,no,8596595,pink,2,5,1718,shillong,24,telugu,yes,0,23,folk,no,yes,augmented,silky,not so often
married,25,female,2,singing,no,3832751,green,2,5,1399,kolkata,21,kannada,yes,17,39,mashups,no,yes,outdoor,silky,yes
unmarried,29,female,3,cooking,yes,3017170,orange,1,11,2202,gandhinagar,9,marathi,no,6,23,cover,no,yes,outdoor,hard,yes
married,31,female,3,cooking,no,3017170,brown,2,12,1682,thiruvananthapuram,3,tamil,yes,20,10,soft,yes,no,augmented,hard,yes
married,52,male,2,singing,yes,2074427,blue,2,8,2672,raipur,23,marathi,yes,14,23,cover,yes,no,indoor,silky,yes
married,23,male,3,acting,yes,335973,blue,2,10,1649,delhi,15,telugu,yes,21,12,pop,yes,yes,virtual,silky,no
married,20,male,3,volunteering,yes,335973,black,2,8,1355,bhubaneswar,14,hindi,no,22,26,pop,no,no,outdoor,fluffy,no
widow,36,female,3,volunteering,yes,9258371,black,2,5,1130,delhi,2,tamil,yes,16,40,jaaz,yes,yes,indoor,silky,no
married,73,male,3,singing,no,910711,black,2,1,689,jaipur,1,telugu,no,17,7,cover,yes,no,augmented,hard,not so often
married,62,male,2,singing,no,837270,yellow,1,8,1503,srinagar,4,bengali,yes,9,39,metallic,no,yes,indoor,fluffy,not so often
married,59,male,2,singing,yes,938438,red,2,5,355,raipur,10,bengali,yes,14,1,soft,no,yes,indoor,soft,not so often
widow,18,unspecified,3,dancing,no,6153800,red,2,10,1758,bhopal,1,kannada,yes,14,12,romantic,no,no,virtual,silky,yes
married,30,male,3,cooking,yes,4983019,yellow,8,10,1633,shimla,4,tamil,yes,14,6,hiphop,yes,no,virtual,hard,no
divorced,27,female,1,sleeping,yes,3498858,brown,2,8,897,jaipur,11,bengali,yes,23,22,metallic,no,yes,indoor,soft,no
unmarried,24,female,1,cooking,no,1069422,red,2,6,533,vijayawada,5,punjabi,yes,14,10,jaaz,no,yes,augmented,matte,not so often
married,15,female,3,acting,no,111985,black,2,4,2699,kohima,6,bengali,yes,12,20,cover,yes,no,augmented,fluffy,yes
unmarried,47,male,1,sports,yes,7135245,pink,2,9,1718,hyderbad,15,kannada,yes,11,6,jaaz,no,no,outdoor,soft,yes
married,17,female,1,watching,yes,5321373,white,2,8,602,chennai,23,marathi,yes,12,11,rock,yes,yes,outdoor,matte,not so often
unmarried,22,male,1,watching,no,680555,red,2,12,2375,hyderbad,15,punjabi,no,18,29,mashups,yes,no,virtual,fluffy,no
married,67,unspecified,2,volunteering,yes,9587831,white,7,9,543,delhi,2,tamil,yes,23,10,metallic,no,yes,outdoor,soft,yes
unmarried,36,male,3,sports,yes,1069422,pink,2,6,2160,kohima,9,kannada,yes,21,7,jaaz,yes,no,augmented,soft,yes
married,33,male,2,sports,yes,949312,blue,1,4,1552,delhi,4,tamil,no,17,19,romantic,yes,yes,augmented,hard,no
married,10,female,2,cooking,yes,111985,grey,2,11,1682,itanagar,4,marathi,no,18,33,mashups,no,no,augmented,soft,no
unmarried,23,male,3,cooking,no,837270,blue,4,10,1503,chennai,15,bengali,yes,14,3,jaaz,yes,yes,augmented,hard,not so often
married,6,female,1,singing,yes,4782671,green,2,6,1399,shimla,3,hindi,no,14,28,soft,no,no,virtual,matte,not so often
divorced,46,unspecified,1,reading,no,309195,grey,2,0,689,thiruvananthapuram,5,telugu,no,6,6,metallic,yes,yes,augmented,hard,not so often
widow,8,female,3,volunteering,no,7850318,white,2,1,1552,bhopal,28,telugu,yes,7,31,folk,yes,yes,indoor,hard,yes
unmarried,51,unspecified,4,sleeping,yes,3498858,black,1,8,1503,gandhinagar,8,bengali,yes,16,5,soft,yes,yes,outdoor,soft,no
widow,7,male,2,acting,no,980184,yellow,2,8,407,vijayawada,15,telugu,yes,12,9,hiphop,yes,no,indoor,matte,no
married,30,male,2,sports,no,6251352,black,2,10,3972,imphal,7,marathi,yes,14,18,pop,yes,no,virtual,hard,yes
married,62,male,1,sleeping,no,3498858,yellow,2,5,2832,chennai,20,bengali,no,6,10,cover,yes,yes,outdoor,matte,no
married,11,female,3,reading,yes,2074427,blue,2,1,1767,itanagar,9,hindi,yes,12,38,hiphop,no,yes,outdoor,fluffy,not so often
married,44,female,2,watching,no,5321373,white,4,12,1542,shimla,1,telugu,yes,17,8,pop,yes,no,virtual,fluffy,yes
unmarried,27,female,4,volunteering,yes,428343,pink,1,10,2375,dispur,7,bengali,yes,12,5,rock,no,no,augmented,soft,yes
married,30,male,2,sports,no,2462054,purple,2,8,2334,thiruvananthapuram,4,marathi,yes,14,19,metallic,no,no,augmented,soft,not so often
married,44,female,2,traveling,yes,987529,green,3,8,3139,lucknow,17,marathi,no,2,38,hiphop,yes,no,virtual,silky,not so often
married,7,male,1,reading,yes,112202,black,2,10,1166,delhi,4,punjabi,yes,15,17,pop,yes,no,outdoor,matte,yes
married,25,unspecified,3,dancing,yes,3498858,red,2,6,3467,ranchi,1,telugu,yes,24,3,jaaz,no,yes,augmented,silky,no
married,37,male,2,volunteering,no,260870,white,2,4,2832,mumbai,16,hindi,no,12,23,pop,yes,yes,augmented,soft,yes
married,46,male,2,cooking,yes,735697,brown,2,8,2375,gangtok,21,marathi,no,16,1,romantic,no,yes,indoor,fluffy,not so often
unmarried,20,male,2,sports,no,1563723,blue,2,10,533,patna,2,tamil,yes,20,13,rock,yes,no,augmented,fluffy,no
married,23,female,2,sleeping,no,403987,blue,2,10,543,chandigarh,4,telugu,yes,14,10,soft,yes,no,outdoor,hard,no
married,36,female,4,sports,yes,3498858,blue,8,12,407,jammu,4,malayalam,yes,17,19,rock,no,yes,indoor,soft,yes
unmarried,19,male,2,singing,no,1069422,orange,3,10,853,jaipur,18,bengali,yes,16,9,hiphop,yes,yes,outdoor,soft,yes
married,34,male,1,volunteering,no,1884102,black,1,8,1468,jaipur,13,telugu,no,7,8,cover,yes,no,augmented,silky,not so often
married,26,male,2,watching,no,8154472,brown,1,5,1932,dispur,5,telugu,yes,2,17,rock,yes,yes,outdoor,fluffy,yes
widow,15,male,1,volunteering,yes,148716,grey,1,0,1394,agartala,6,malayalam,yes,16,27,jaaz,no,no,virtual,hard,yes
married,26,male,2,sports,no,150237,yellow,2,7,3467,chennai,18,marathi,yes,15,10,folk,yes,no,virtual,matte,yes
divorced,6,female,3,sports,no,4492854,orange,3,5,1542,delhi,4,hindi,yes,9,34,metallic,no,no,indoor,fluffy,not so often
married,13,male,3,singing,no,3350881,purple,1,10,1355,shillong,6,marathi,yes,6,3,romantic,yes,no,outdoor,matte,yes
married,6,male,3,cooking,yes,436464,purple,8,6,689,chandigarh,10,punjabi,no,10,26,folk,yes,yes,indoor,matte,yes
married,31,female,3,sports,no,111985,orange,3,8,1130,bangalore,10,hindi,yes,10,9,jaaz,no,yes,indoor,silky,no
divorced,18,female,3,sleeping,no,8348261,white,4,8,2699,mumbai,15,telugu,no,14,10,cover,yes,yes,outdoor,soft,no
married,20,female,1,reading,yes,3350881,red,3,9,337,thiruvananthapuram,9,tamil,yes,21,16,folk,no,yes,augmented,hard,yes
married,39,female,3,sleeping,no,938438,brown,2,0,1166,shimla,5,kannada,yes,14,25,mashups,no,no,indoor,fluffy,not so often
married,35,female,1,reading,yes,257205,yellow,4,10,1219,ranchi,15,tamil,no,11,11,pop,no,yes,indoor,hard,not so often
divorced,57,male,3,cooking,yes,1718402,pink,2,1,2768,jaipur,6,kannada,yes,14,16,cover,yes,no,augmented,silky,no
married,23,male,3,watching,no,657054,pink,2,10,963,hyderbad,11,marathi,yes,21,6,metallic,yes,yes,outdoor,soft,not so often
unmarried,51,male,3,cooking,no,131480,brown,1,7,1542,shillong,10,hindi,no,17,11,mashups,yes,no,augmented,fluffy,no
unmarried,21,female,3,sports,no,277431,pink,4,1,831,shimla,15,tamil,yes,14,9,pop,no,no,indoor,matte,no
married,23,female,3,acting,no,6251352,orange,2,10,2672,shimla,15,telugu,no,7,16,romantic,yes,yes,virtual,silky,no
married,19,unspecified,3,volunteering,yes,8273815,green,2,10,337,panaji,6,punjabi,no,12,22,pop,no,yes,outdoor,silky,yes
married,60,unspecified,2,sleeping,yes,7775818,orange,2,0,2573,shimla,18,malayalam,yes,17,20,romantic,yes,no,augmented,silky,yes
unmarried,20,male,1,acting,yes,403987,brown,2,2,2573,ranchi,4,bengali,no,12,20,hiphop,no,no,augmented,silky,not so often
unmarried,18,female,2,volunteering,yes,260870,grey,2,10,1902,agartala,10,malayalam,no,20,36,mashups,no,yes,outdoor,silky,not so often
married,20,male,4,volunteering,no,3832751,red,2,8,3286,aizawl,6,hindi,yes,13,15,hiphop,no,yes,indoor,hard,yes
married,41,female,4,watching,no,7135245,orange,1,8,355,itanagar,10,hindi,yes,15,21,pop,yes,no,outdoor,hard,no
married,45,unspecified,4,acting,yes,329840,black,2,5,1932,bangalore,2,bengali,no,5,4,romantic,yes,yes,augmented,hard,yes
divorced,58,male,2,watching,no,837270,yellow,1,4,875,mumbai,16,malayalam,yes,16,7,pop,no,no,outdoor,matte,no
unmarried,30,unspecified,3,sports,no,6683746,white,4,12,1542,chandigarh,4,malayalam,yes,2,38,metallic,no,no,outdoor,hard,no
married,12,female,3,dancing,yes,5381784,green,8,12,337,srinagar,6,kannada,yes,12,1,rock,yes,yes,outdoor,hard,no
unmarried,18,male,4,acting,yes,862365,blue,2,9,396,delhi,14,kannada,yes,14,9,romantic,no,yes,outdoor,hard,not so often
unmarried,25,male,2,volunteering,yes,9525596,green,2,8,768,gangtok,14,punjabi,yes,16,8,mashups,no,yes,virtual,silky,yes
unmarried,28,female,3,sleeping,no,335973,pink,2,10,2299,chennai,18,kannada,yes,24,13,hiphop,yes,yes,augmented,silky,no
married,8,male,3,watching,no,680555,orange,2,12,1767,ranchi,15,bengali,no,17,20,metallic,no,yes,outdoor,silky,no
unmarried,29,male,3,acting,yes,893732,yellow,2,7,3972,raipur,14,kannada,yes,13,34,rock,no,no,indoor,fluffy,no
married,30,male,4,watching,yes,8596595,green,2,8,2305,bhubaneswar,14,telugu,yes,13,1,hiphop,no,yes,outdoor,soft,yes
divorced,10,male,1,dancing,no,131480,red,1,8,355,bhubaneswar,6,telugu,yes,14,36,rock,yes,yes,augmented,hard,no
married,33,male,1,reading,no,260870,black,1,8,883,aizawl,5,malayalam,no,21,19,hiphop,yes,no,indoor,matte,not so often
unmarried,27,male,3,watching,yes,1360106,purple,2,8,1869,shimla,6,punjabi,yes,0,11,hiphop,no,no,augmented,soft,yes
married,19,male,2,dancing,yes,2651024,black,4,6,1355,gangtok,23,punjabi,yes,12,7,rock,no,yes,virtual,matte,yes
married,36,female,2,sleeping,no,7850318,grey,2,10,1468,delhi,6,kannada,no,13,1,mashups,no,no,virtual,soft,no
married,46,male,1,sleeping,yes,148716,black,2,8,828,shimla,3,punjabi,yes,14,20,folk,yes,no,indoor,hard,not so often
divorced,18,female,2,sports,yes,8596595,grey,2,8,533,dispur,7,hindi,no,12,20,mashups,yes,yes,indoor,silky,not so often
unmarried,18,unspecified,4,singing,no,335973,grey,2,6,263,hyderbad,17,marathi,yes,18,28,mashups,yes,no,augmented,silky,yes
unmarried,48,male,2,sports,no,2651024,red,2,4,2389,srinagar,8,hindi,yes,21,30,jaaz,yes,no,augmented,soft,yes
unmarried,12,male,3,cooking,no,816236,red,1,12,396,srinagar,3,punjabi,no,14,11,folk,no,no,virtual,soft,no
married,43,male,4,sports,no,310904,brown,7,12,1355,raipur,5,malayalam,yes,15,23,jaaz,yes,no,indoor,fluffy,no
married,73,female,2,singing,yes,938438,black,2,8,897,bhubaneswar,1,hindi,yes,6,7,cover,no,yes,outdoor,silky,no
unmarried,19,female,1,sports,yes,589089,brown,2,1,2389,hyderbad,10,marathi,yes,12,8,hiphop,no,yes,outdoor,hard,not so often
married,60,male,3,dancing,yes,6251352,white,2,11,3972,ranchi,6,punjabi,yes,12,3,soft,yes,no,augmented,matte,not so often
married,28,male,1,cooking,yes,5797253,white,2,12,2299,gangtok,15,hindi,yes,13,8,hiphop,yes,yes,augmented,soft,no
married,60,male,2,cooking,no,9587831,black,2,0,2299,chennai,24,hindi,yes,14,39,pop,no,yes,augmented,fluffy,no
unmarried,8,male,2,reading,yes,150237,black,1,4,2305,ranchi,6,tamil,yes,0,3,soft,yes,no,outdoor,fluffy,not so often
divorced,60,male,2,sleeping,no,816236,yellow,1,0,1244,raipur,13,telugu,yes,15,10,rock,no,yes,virtual,silky,no
married,23,male,1,sports,no,7775818,yellow,8,6,853,agartala,1,telugu,yes,16,9,cover,no,no,augmented,fluffy,yes
unmarried,26,female,2,sports,no,7850318,white,2,10,2551,shimla,3,hindi,yes,10,5,hiphop,no,yes,virtual,soft,not so often
unmarried,29,male,1,reading,yes,3046609,grey,7,10,396,hyderbad,6,punjabi,yes,14,10,jaaz,yes,no,indoor,silky,not so often
married,30,male,1,sports,no,4782671,grey,8,5,3832,patna,9,punjabi,no,13,12,hiphop,no,yes,augmented,soft,yes
married,22,female,2,acting,no,980184,red,4,0,2334,bhubaneswar,6,hindi,yes,20,20,hiphop,no,yes,augmented,fluffy,not so often
married,26,male,1,acting,yes,588503,red,2,12,2305,hyderbad,15,tamil,no,4,23,rock,yes,no,virtual,matte,yes
married,60,female,3,reading,no,6683746,purple,4,5,3139,aizawl,1,telugu,yes,24,10,rock,no,no,outdoor,fluffy,no
unmarried,12,male,3,reading,no,3498858,white,2,10,1758,srinagar,6,tamil,yes,5,7,cover,no,no,augmented,soft,yes
unmarried,25,female,2,sleeping,no,574390,brown,4,11,2768,shimla,3,telugu,no,22,27,pop,yes,no,augmented,silky,no
married,45,unspecified,2,sleeping,yes,8273815,yellow,2,10,2831,vijayawada,9,telugu,yes,17,23,soft,yes,no,augmented,fluffy,not so often
married,33,male,2,sports,no,257205,pink,2,12,407,bhopal,3,kannada,yes,0,10,cover,yes,no,virtual,matte,yes
married,25,male,1,volunteering,yes,738824,blue,2,12,1399,chandigarh,14,telugu,yes,14,1,romantic,no,no,indoor,silky,yes
widow,5,female,3,traveling,no,754169,blue,1,3,2334,chennai,13,hindi,no,13,25,soft,no,no,indoor,silky,not so often
married,17,male,3,traveling,yes,2074427,orange,4,8,2768,raipur,10,malayalam,yes,12,4,folk,yes,no,indoor,fluffy,not so often
divorced,55,male,2,acting,yes,329840,red,2,12,519,gandhinagar,4,punjabi,no,16,23,metallic,no,no,outdoor,soft,no
married,59,male,3,cooking,no,1360106,purple,2,8,1516,vijayawada,4,hindi,yes,13,15,metallic,yes,yes,outdoor,silky,yes
divorced,19,male,2,dancing,no,652739,brown,2,11,2832,ranchi,6,kannada,yes,14,26,jaaz,no,yes,augmented,fluffy,yes
married,52,female,3,dancing,no,1069422,grey,3,9,2334,panaji,1,bengali,yes,15,3,hiphop,yes,yes,augmented,soft,yes
married,39,unspecified,3,watching,yes,4823265,grey,2,7,251,mumbai,8,hindi,yes,16,22,soft,no,no,virtual,soft,no
unmarried,36,male,1,reading,yes,8348261,grey,1,10,2048,vijayawada,2,telugu,yes,13,13,jaaz,no,yes,augmented,soft,yes
married,20,male,1,reading,no,4648178,orange,2,5,1633,hyderbad,18,malayalam,no,16,8,soft,yes,yes,outdoor,silky,not so often
divorced,73,male,4,cooking,yes,9258371,pink,1,4,2048,chandigarh,21,marathi,yes,12,3,mashups,no,yes,outdoor,soft,no
married,24,male,4,reading,no,2462054,yellow,4,9,3954,bangalore,18,marathi,no,15,10,mashups,yes,no,indoor,hard,no
widow,10,male,2,singing,no,3017170,brown,4,5,263,panaji,14,hindi,yes,14,10,pop,no,no,augmented,soft,no
unmarried,73,unspecified,1,sleeping,no,8154472,pink,1,5,1902,shimla,15,hindi,no,13,17,hiphop,yes,no,augmented,soft,no
married,29,male,3,traveling,no,656271,yellow,1,8,1825,aizawl,28,hindi,yes,16,10,cover,yes,yes,indoor,matte,yes
married,53,male,1,dancing,no,4492854,green,3,9,921,itanagar,15,hindi,no,12,3,soft,yes,no,indoor,hard,not so often
divorced,11,female,2,singing,no,574390,yellow,1,10,897,panaji,7,telugu,yes,21,13,soft,yes,yes,virtual,silky,not so often
married,6,female,1,dancing,yes,584486,grey,2,4,3954,srinagar,4,punjabi,no,14,12,rock,yes,no,outdoor,soft,yes
married,19,male,3,sleeping,yes,980184,pink,2,5,533,shillong,15,malayalam,no,15,3,metallic,yes,no,indoor,hard,not so often
widow,26,male,1,sleeping,yes,7508875,orange,2,5,845,mumbai,15,malayalam,no,5,10,cover,no,no,virtual,matte,no
unmarried,39,female,2,acting,no,967908,red,3,4,3467,jaipur,29,kannada,yes,3,39,rock,yes,yes,virtual,silky,yes
married,51,female,2,sports,yes,8973395,black,1,10,1987,bangalore,20,punjabi,yes,12,4,jaaz,yes,no,augmented,hard,no
married,60,male,3,dancing,no,1164430,brown,2,4,2733,ranchi,6,bengali,yes,13,29,metallic,no,no,augmented,fluffy,not so often
married,23,male,1,cooking,yes,260870,pink,1,3,1130,kohima,13,marathi,no,14,30,romantic,yes,no,indoor,matte,yes
unmarried,24,male,2,singing,yes,310904,pink,2,4,845,bangalore,6,marathi,yes,13,34,metallic,yes,no,outdoor,fluffy,not so often
married,59,male,1,volunteering,no,1718402,yellow,4,4,921,mumbai,4,bengali,yes,13,40,pop,yes,yes,indoor,fluffy,not so often
unmarried,41,female,2,dancing,no,588503,brown,2,2,3139,dispur,17,hindi,yes,16,10,mashups,no,yes,outdoor,matte,not so often
married,30,unspecified,2,singing,no,3017170,orange,1,9,3979,ranchi,9,punjabi,no,14,26,rock,no,yes,indoor,silky,no
married,16,male,1,watching,no,1563723,pink,3,9,2389,itanagar,15,kannada,yes,23,25,jaaz,yes,yes,virtual,soft,not so often
unmarried,44,female,2,sports,yes,8973395,pink,3,5,1507,chandigarh,1,malayalam,yes,14,6,pop,yes,yes,indoor,silky,yes
married,10,male,1,reading,yes,9525596,black,2,11,1869,patna,10,tamil,yes,17,17,romantic,yes,yes,outdoor,matte,yes
unmarried,19,male,1,reading,yes,738824,brown,2,11,2334,shimla,20,bengali,no,16,23,rock,no,yes,virtual,fluffy,no
