marital status,age,gender,rooms,hobbies,alcoholic,annual_income,fav_color,other_props,work_hours,avg_energy,other_cities,office_distance,devotional,ed_qualification,expenses,genre,nature_lover,high_raise_apt,sports,texture,outing,group
2,14,0,1,1,1,218690,5,4,10,1552,2,15,1,15,3,6,0,1,2,4,2,8
1,5,0,1,9,0,2651024,5,2,10,1767,2,5,1,9,22,4,1,0,0,2,1,7
0,14,0,2,0,0,6251352,6,2,6,2160,2,4,1,5,23,8,1,0,3,1,0,4
2,56,1,1,0,0,1460818,0,4,0,1987,2,15,1,16,18,7,1,1,3,1,1,8
0,6,1,2,4,0,984830,7,2,8,3139,3,15,0,24,5,1,1,0,0,3,1,9
0,20,0,1,9,0,1079127,1,3,8,2202,3,10,1,15,3,1,1,1,2,1,1,9
0,36,0,3,4,1,3017170,2,2,10,1219,1,1,1,18,17,8,1,0,3,2,1,4
3,52,0,3,0,1,436464,10,2,10,2372,1,6,1,13,26,2,0,0,1,1,2,8
2,26,0,1,4,1,6394389,4,3,7,3912,3,9,0,17,14,6,0,1,2,1,1,6
0,60,1,1,8,0,6153800,2,2,6,768,1,6,1,14,8,8,0,0,2,3,2,4
0,25,0,1,4,0,893732,8,1,10,306,2,4,1,14,10,5,1,0,2,0,0,10
3,11,1,2,7,1,9525596,3,2,8,845,3,17,0,18,27,9,0,0,0,3,1,8
2,67,1,2,6,1,2753719,2,1,10,3214,1,4,0,21,31,5,0,0,3,2,2,8
0,36,0,4,3,1,3350881,5,2,8,602,3,9,1,24,14,1,1,0,1,2,2,4
1,67,0,2,0,1,2753719,7,2,10,1166,3,24,1,24,39,4,0,0,3,2,1,6
0,41,0,2,2,0,214791,10,8,9,1633,1,21,1,7,28,5,1,0,1,4,1,4
0,59,0,2,8,1,428343,8,1,8,1987,2,16,0,12,31,2,1,1,1,0,0,10
2,15,1,1,6,1,5381784,2,2,8,1130,3,8,1,5,25,2,0,0,2,3,0,6
0,46,0,4,0,0,2462054,6,2,10,2551,1,16,0,12,20,4,0,0,0,1,0,4
0,42,0,2,9,1,851246,8,2,10,2551,3,20,0,14,7,9,1,0,3,0,0,9
2,23,0,2,6,0,9587831,6,2,12,1507,3,13,0,17,20,2,0,1,0,4,2,4
3,19,0,1,5,0,329840,0,8,4,306,1,10,1,22,19,0,0,0,0,1,0,6
1,52,0,2,8,1,589089,3,1,5,1682,1,1,0,13,11,9,1,0,0,1,1,10
0,48,1,3,1,0,3017170,0,1,5,2389,2,1,1,6,31,4,1,1,0,1,2,4
0,27,1,2,6,1,2338408,5,3,10,1394,1,15,0,12,38,9,0,1,1,1,1,4
0,35,0,2,7,0,949312,10,3,10,407,3,15,0,14,10,9,1,0,0,1,2,9
2,52,0,3,9,0,3832751,7,2,8,3832,3,4,1,22,19,6,1,0,3,4,2,6
0,44,0,2,0,1,8543553,3,4,1,1758,1,28,0,15,29,4,1,0,0,0,2,3
0,23,2,4,9,0,277431,10,2,3,2299,3,3,1,12,3,3,0,1,3,3,2,9
3,25,1,3,9,0,716230,1,2,4,2389,3,8,0,15,10,3,0,1,3,4,1,8
0,20,0,1,5,1,3017170,8,1,4,2389,3,15,0,14,9,1,0,1,2,2,2,9
2,29,0,3,5,0,680555,9,2,12,2334,2,4,1,15,9,3,1,1,0,2,1,8
2,17,1,2,0,1,571428,4,1,8,396,1,1,0,23,9,9,0,1,0,4,2,8
0,14,1,2,3,1,735697,8,7,10,533,1,6,1,13,22,6,0,0,2,0,1,4
1,41,1,1,4,1,1460818,6,4,9,370,2,2,1,7,20,2,1,0,1,2,2,6
0,23,0,1,4,0,8273815,6,4,4,1047,1,10,1,12,6,5,0,1,1,0,0,4
0,21,1,1,4,1,218690,5,2,6,2048,2,10,1,13,19,4,0,1,3,1,2,9
1,20,1,3,0,0,893732,6,1,10,355,2,1,1,14,22,7,0,0,1,1,2,2
0,24,2,3,6,0,652739,8,2,4,1633,1,7,1,17,31,5,1,0,0,3,0,9
1,60,0,3,0,0,399312,9,3,9,1468,2,14,1,14,13,8,1,1,1,4,2,9
2,28,0,4,3,0,277431,0,2,6,1219,3,16,0,10,10,6,0,0,0,0,0,8
3,28,1,3,1,1,862365,5,2,6,2768,2,15,1,4,10,0,0,0,2,2,2,8
0,72,1,3,5,0,212243,4,1,8,396,1,4,0,17,20,5,1,0,2,1,0,9
1,17,1,3,2,1,6941819,5,1,10,1516,2,7,1,17,39,4,1,0,0,0,0,6
0,19,0,1,4,0,837270,9,1,5,883,3,2,0,24,22,7,0,1,1,0,1,10
0,45,1,3,5,0,1884102,5,2,1,828,1,20,1,24,18,8,1,0,0,2,1,9
0,27,1,2,5,0,4492854,3,1,12,1130,3,29,1,17,30,9,0,1,2,4,2,4
2,20,1,2,0,1,150237,0,1,12,3214,2,6,1,2,28,9,0,0,1,4,2,8
0,62,1,2,0,0,6394389,3,4,4,897,2,7,1,22,10,1,1,0,0,0,0,4
2,32,1,4,5,1,3498858,0,4,12,1542,2,10,1,7,14,6,1,0,1,2,2,4
0,24,1,1,5,1,4823265,0,1,8,884,2,8,1,6,23,2,0,0,0,1,2,4
3,39,0,2,6,1,1164430,1,2,12,1682,1,20,0,15,25,7,0,0,3,4,2,8
0,73,0,1,7,1,218690,9,1,1,3832,3,18,1,14,6,5,1,1,2,3,1,10
0,25,1,2,7,0,574390,7,2,6,407,3,13,1,14,40,4,1,1,1,2,0,9
1,55,2,3,8,1,891648,4,2,6,2832,1,20,1,12,12,6,0,0,1,2,0,9
2,17,0,1,0,1,1460818,8,4,4,845,1,17,1,22,19,9,0,1,0,1,0,6
1,19,0,3,4,0,8273815,4,2,4,828,3,17,1,14,10,9,0,1,3,2,2,1
1,14,0,2,8,0,4983019,0,2,3,543,1,7,1,14,10,4,0,0,0,4,2,6
0,14,2,4,1,1,754169,7,2,9,486,2,15,1,12,20,1,0,1,3,2,0,4
3,60,1,3,3,0,112202,4,8,6,2832,2,1,0,10,9,6,0,0,2,3,2,6
0,11,0,3,9,0,652739,4,2,5,1902,2,8,1,14,1,3,0,0,0,2,2,9
0,25,0,2,8,0,150237,8,1,10,1130,1,5,0,23,5,8,0,0,2,4,0,10
1,47,1,4,6,1,428343,7,2,9,1932,3,14,1,9,13,2,1,1,1,1,1,6
0,7,1,3,0,0,212243,10,2,5,2202,2,23,0,14,19,4,1,0,3,1,2,9
0,47,0,2,1,1,5797253,5,2,5,831,1,15,0,9,38,6,1,0,2,1,0,4
0,18,1,2,8,1,7850318,9,2,5,1682,2,9,0,15,12,5,0,1,3,1,2,4
1,48,1,3,6,1,1884102,10,1,7,1552,2,4,1,16,19,0,1,1,0,1,1,9
1,8,1,3,0,0,584486,5,4,10,2733,3,5,1,14,21,2,1,0,0,2,1,6
3,37,0,2,3,1,336197,8,1,8,1825,3,6,1,14,29,4,1,1,1,0,2,8
1,60,0,2,5,0,4983019,2,3,4,2831,2,10,0,15,30,6,0,1,2,4,2,6
0,5,0,2,7,0,8596595,5,3,2,853,3,21,0,16,39,1,1,1,1,3,2,4
1,25,0,2,6,0,5330846,6,1,6,521,3,5,1,2,11,1,1,0,3,0,2,1
0,29,1,3,1,0,716230,1,2,10,2334,1,1,1,16,14,6,0,0,0,1,2,9
1,19,1,3,5,0,4782671,3,7,4,2690,3,15,0,12,27,0,0,0,0,0,1,2
3,27,0,1,7,1,2074427,1,2,7,1767,1,3,1,16,20,9,1,0,2,4,0,8
0,6,0,2,6,1,8543553,7,4,1,884,3,6,0,5,6,1,0,1,0,0,0,3
0,60,1,1,0,1,652739,6,2,8,1758,1,5,1,0,12,0,1,1,2,3,1,9
3,18,0,2,0,0,9525596,6,1,10,963,2,6,0,21,14,4,1,1,3,4,2,4
0,73,1,4,6,1,9587831,3,2,5,2690,2,8,1,14,3,6,1,1,1,1,1,3
1,30,2,3,6,1,6969252,3,2,10,2768,2,17,1,15,20,6,0,1,2,3,1,4
2,59,1,3,7,1,588503,6,4,6,486,1,4,1,22,7,8,1,0,1,1,1,6
1,48,1,2,5,1,584486,0,2,5,831,2,4,1,13,30,9,1,1,0,3,2,9
0,6,0,2,6,0,112202,7,2,10,407,2,6,1,13,18,7,1,1,0,3,0,10
0,20,0,3,7,0,735697,5,2,9,1507,1,28,1,4,22,2,0,0,2,2,0,9
0,67,2,1,0,1,7508875,2,1,6,828,2,3,0,15,13,2,0,0,2,1,1,4
1,56,1,1,7,0,1069422,5,2,3,263,1,5,1,17,23,7,1,0,3,0,1,9
1,29,0,2,7,1,2651024,3,2,6,3214,3,6,0,2,14,8,1,0,2,4,2,6
1,60,0,3,1,0,8596595,4,2,7,2445,2,5,1,15,10,8,0,1,1,4,2,4
1,21,1,3,7,1,329840,9,2,5,396,2,6,1,23,5,9,0,0,3,4,2,2
0,20,1,4,5,0,6941819,1,2,10,2699,2,14,1,17,30,6,1,0,2,0,1,4
0,28,1,1,9,0,987529,1,2,8,3139,1,7,1,20,1,7,0,1,2,2,2,9
2,42,0,2,3,0,7850318,10,2,6,1542,1,15,1,12,21,6,0,1,3,4,2,6
0,59,1,2,9,1,584486,1,2,7,1468,1,20,0,4,36,2,1,1,1,1,1,5
1,18,0,2,6,1,215870,0,3,8,3979,2,20,0,0,7,1,1,1,2,2,2,7
0,24,1,3,3,1,893732,1,1,4,1219,1,14,0,17,10,3,1,1,3,3,0,9
0,6,1,2,0,0,7135245,1,2,11,2672,2,17,1,6,22,7,0,1,1,2,2,4
1,32,1,3,7,0,4983019,3,2,12,2558,1,17,1,18,18,2,0,1,1,3,1,6
1,29,1,1,1,0,4492854,4,2,6,921,2,3,1,11,9,5,0,1,3,0,0,6
1,47,2,3,3,0,3350881,10,2,10,689,3,1,1,12,23,3,1,1,2,2,0,6
1,31,1,3,3,1,111985,8,4,0,2768,1,15,0,8,34,0,1,1,0,0,2,6
3,20,1,2,1,1,4648178,3,2,10,884,1,2,1,16,19,5,1,1,0,1,1,6
1,60,0,2,8,1,4823265,2,2,6,263,1,8,0,14,10,8,0,1,3,0,1,6
0,42,0,2,5,0,9258371,8,2,10,379,2,10,1,16,7,4,1,1,0,4,2,4
2,53,0,2,9,1,399312,8,2,5,1507,2,15,0,12,3,6,0,0,0,2,0,8
0,18,0,2,6,0,949312,4,2,12,3286,3,8,1,13,1,7,1,0,3,1,1,10
2,20,1,2,3,0,851246,7,2,10,1987,1,16,1,1,5,6,1,1,1,1,0,8
0,14,1,3,5,0,214791,0,2,6,2305,3,2,1,6,12,1,1,0,3,4,1,9
0,55,2,1,0,0,257205,9,2,4,2733,1,1,1,14,27,1,1,1,1,0,0,7
0,55,0,2,1,1,893732,8,2,7,1468,2,4,0,21,7,4,1,1,3,3,2,5
3,7,0,1,9,0,329840,2,2,0,2573,2,1,0,14,10,7,0,1,0,0,2,8
3,62,0,1,6,1,111985,3,2,10,845,1,15,1,12,27,8,1,0,1,3,2,8
0,20,0,1,9,1,6969252,10,2,10,689,2,6,1,4,28,6,0,0,2,0,1,4
0,28,1,3,8,1,112202,10,2,7,519,2,15,0,12,25,8,0,1,0,4,1,9
3,34,0,1,9,0,1079127,10,2,8,1503,1,6,1,17,12,8,1,1,1,4,2,8
0,52,0,3,6,1,104907,8,4,5,2551,2,4,1,3,26,3,0,1,3,2,2,4
1,44,0,4,2,0,3832751,9,2,8,2299,1,5,1,5,8,4,1,1,2,2,2,6
2,24,0,4,0,1,680555,6,2,12,1507,1,14,1,14,10,5,0,0,2,4,1,6
1,19,0,1,5,0,8154472,10,1,1,2768,2,1,1,9,7,1,1,0,2,0,1,1
0,17,1,2,7,1,335973,2,3,6,2551,1,14,1,14,22,2,1,0,1,0,2,9
2,22,1,1,0,1,3498858,1,1,10,2558,2,15,1,5,18,7,0,1,3,3,1,8
0,26,0,3,0,1,949312,10,2,9,3214,3,10,1,14,23,6,0,0,0,2,0,9
1,60,1,1,2,1,6969252,2,1,9,1825,2,29,1,8,15,8,0,0,3,4,0,6
0,30,0,1,5,1,4823265,5,7,8,2573,3,18,1,11,20,6,0,0,0,3,0,4
2,6,1,2,4,1,7135245,0,2,10,1355,3,2,0,17,10,5,0,1,0,0,0,4
1,19,1,1,6,0,6251352,4,8,0,2768,3,4,0,20,19,0,1,0,0,3,0,2
1,47,1,1,0,1,310904,1,2,5,875,1,6,1,1,15,7,1,0,2,2,2,9
0,7,1,3,4,0,9258371,0,2,8,3749,3,5,1,15,15,6,1,0,3,1,1,3
0,47,0,1,0,1,574390,6,2,10,2558,2,10,1,17,11,8,0,0,0,3,1,9
0,13,0,3,7,0,652739,8,8,0,1902,2,10,0,13,11,3,1,1,1,2,1,4
3,23,1,1,1,0,399312,9,2,6,689,1,14,1,14,23,9,0,1,2,3,0,8
3,33,2,3,0,0,6969252,6,2,8,2372,2,18,1,13,12,7,1,0,0,2,2,6
0,25,0,4,9,1,1360106,5,2,10,1825,2,4,1,24,3,9,1,0,3,0,0,4
2,19,1,3,1,0,657054,0,2,10,831,3,8,1,16,5,3,0,1,1,0,2,8
0,48,0,3,2,0,7850318,1,1,8,3954,2,15,1,12,1,6,0,0,2,2,1,4
1,60,0,1,7,1,2462054,9,4,5,543,1,10,1,2,3,3,0,1,3,4,1,6
1,30,1,2,9,1,3017170,2,2,7,3214,3,4,1,14,12,2,1,1,0,0,1,6
0,24,0,2,0,1,1884102,7,2,8,370,3,14,0,12,8,5,1,1,0,4,1,9
0,36,0,2,7,1,310904,9,1,10,1166,1,8,1,17,13,5,0,1,1,0,2,9
2,31,0,2,0,1,310904,8,1,0,486,2,16,1,14,10,4,0,0,2,1,1,8
2,34,2,3,7,1,399312,2,8,5,1399,1,1,1,6,38,4,1,0,0,2,1,4
0,29,1,2,7,1,336197,10,2,5,2305,1,8,1,13,14,3,1,0,1,1,1,9
2,11,0,1,6,0,3832751,0,1,10,395,2,8,0,16,28,6,0,0,3,1,1,8
0,36,1,3,7,0,584486,8,2,10,2202,1,11,1,17,16,1,0,0,3,3,0,9
1,6,0,1,4,1,8154472,4,2,12,2389,2,14,0,11,5,1,1,1,3,2,1,4
1,46,0,2,1,1,3350881,2,2,10,370,1,10,0,15,31,9,0,0,1,1,2,6
1,59,1,2,7,1,4648178,7,2,8,3912,3,6,1,12,17,1,1,1,0,3,0,6
0,21,1,2,9,1,1460818,8,2,12,3467,1,13,1,14,11,7,0,0,2,3,2,9
0,19,1,2,8,1,5321373,2,1,2,2551,1,3,1,16,10,8,1,0,0,3,1,4
0,55,1,3,5,1,104907,0,1,5,963,1,9,1,20,28,3,0,0,0,1,1,5
0,6,0,3,8,1,4782671,5,4,10,673,1,20,0,10,8,2,0,0,2,2,1,4
3,20,0,2,6,1,310904,3,2,10,251,3,1,0,13,7,9,0,0,1,4,1,8
1,19,0,2,6,0,329840,9,2,8,3954,3,3,0,12,19,3,0,0,0,2,1,1
0,30,0,3,0,0,1563723,8,4,7,3972,2,8,0,16,15,1,0,1,1,1,0,4
3,52,1,2,3,1,218690,7,2,4,3286,2,1,1,9,10,8,1,0,0,4,1,8
1,58,0,2,1,0,9258371,1,2,5,884,2,14,1,9,10,0,1,0,2,1,0,4
0,32,0,3,1,0,862365,8,3,10,533,3,5,0,14,28,3,0,0,2,3,2,9
0,11,0,3,0,0,1079127,3,7,9,2305,1,3,1,17,27,8,1,1,3,3,1,4
0,34,0,3,7,0,212243,9,2,11,370,1,21,1,24,12,8,0,1,2,2,1,9
0,41,0,3,0,0,1079127,8,1,10,2573,2,3,1,14,13,5,1,0,3,1,2,9
0,24,0,1,5,1,3017170,1,4,0,1869,2,6,1,14,22,6,0,0,2,2,1,4
0,23,0,1,9,0,6394389,7,2,8,963,3,15,1,16,16,8,1,0,2,4,0,4
0,24,0,3,4,1,980184,4,2,12,2768,2,14,1,12,1,1,0,0,1,3,0,9
0,7,0,3,1,1,9587831,4,3,5,3954,1,5,0,21,26,2,0,1,0,1,0,3
1,42,1,2,3,0,505020,4,2,0,263,1,14,1,16,17,5,1,1,1,3,0,9
1,18,0,2,6,1,9525596,1,2,6,1166,2,4,0,12,12,8,0,1,0,2,2,7
0,31,0,1,2,1,2651024,7,4,5,1552,1,10,1,20,10,9,1,0,1,4,1,4
2,5,0,3,0,1,215870,0,2,10,1399,1,4,1,6,25,0,1,0,0,3,1,8
0,23,1,1,7,0,3046609,1,1,7,673,3,29,1,14,21,4,1,0,2,2,0,9
0,53,0,3,7,0,949312,10,3,6,355,3,21,1,21,20,2,1,1,1,1,2,5
1,22,0,1,7,0,589089,9,2,8,1503,1,15,1,21,4,5,0,0,0,4,1,1
0,10,1,3,9,0,980184,4,2,10,883,3,2,1,13,25,7,0,0,1,1,2,9
0,17,1,2,8,1,212243,0,2,9,3954,3,15,1,12,14,2,0,1,2,2,1,9
0,32,0,3,6,0,735697,10,2,9,1503,1,2,0,5,40,0,0,1,1,4,2,9
2,15,0,3,7,0,893732,3,2,1,1825,3,6,1,17,2,1,0,0,0,3,2,8
1,6,2,2,2,1,277431,8,1,9,1394,1,3,0,12,31,4,1,1,0,1,0,7
1,18,1,3,1,1,574390,10,4,12,486,3,3,0,4,5,1,1,0,0,4,2,6
1,32,1,2,0,0,5007892,6,1,4,883,3,24,1,12,1,1,1,1,2,0,2,6
0,60,0,3,7,0,4823265,3,4,5,251,2,23,1,12,12,5,0,1,2,4,0,4
0,42,1,3,0,1,218690,0,2,8,2699,2,15,1,13,3,6,1,0,0,3,0,9
1,36,0,3,2,0,329840,4,1,12,2558,2,1,1,16,31,8,0,1,2,1,1,10
3,67,0,2,6,0,1069422,4,2,8,1503,1,18,0,7,10,7,0,1,0,4,0,8
0,48,0,3,4,0,3498858,7,2,5,3954,2,7,1,3,3,0,1,1,0,0,2,4
0,30,1,3,7,1,212243,10,2,9,1507,1,5,1,13,11,3,0,0,2,2,1,9
0,30,0,2,4,0,837270,5,4,8,1355,3,14,1,10,10,0,0,0,0,2,1,9
1,19,0,3,6,0,6153800,10,8,7,1130,1,5,0,23,22,0,0,1,1,3,0,1
1,37,1,1,8,1,9587831,10,2,9,1767,2,9,1,10,26,4,1,0,1,3,2,4
1,25,0,1,8,0,987529,8,2,10,2768,3,3,1,20,12,9,0,0,1,0,2,1
0,25,0,1,4,0,309195,0,2,5,689,3,8,1,14,3,1,1,1,1,1,2,10
0,7,0,1,7,1,403987,9,2,8,2375,2,20,1,21,16,2,0,1,3,2,1,10
0,36,2,2,1,1,399312,10,2,12,3467,3,15,1,12,28,5,0,1,3,1,2,9
0,56,1,1,4,0,8273815,8,4,5,1503,2,6,1,24,15,2,0,0,3,2,1,4
0,20,1,2,3,1,5797253,3,1,11,533,1,3,1,12,16,0,1,1,1,3,0,4
1,32,1,4,1,1,754169,8,8,4,1399,2,14,0,1,28,3,0,1,2,2,2,4
0,30,0,2,1,0,5330846,1,2,0,602,1,10,1,14,5,5,1,0,1,2,1,4
0,35,0,1,1,0,4983019,5,2,6,370,2,5,1,5,25,0,1,1,0,4,1,4
0,60,0,1,0,0,571428,9,7,4,1219,2,4,0,14,2,2,0,0,2,2,1,4
1,19,0,2,1,1,3350881,3,1,8,1987,1,2,1,14,4,5,1,0,1,2,1,1
0,11,0,3,9,1,309195,4,2,10,3979,1,5,1,23,19,1,0,1,3,1,2,9
2,20,1,1,2,1,329840,5,8,12,1542,3,15,0,14,18,2,1,0,0,4,1,6
0,36,1,3,9,0,4492854,5,2,11,2672,2,14,1,18,14,3,0,1,0,1,0,4
2,31,1,1,6,1,8973395,7,2,8,2202,3,18,1,14,23,3,1,0,1,3,0,4
1,13,0,2,9,0,656271,7,2,6,2832,3,20,0,7,29,5,0,1,1,3,2,7
0,19,1,1,8,0,5797253,8,1,5,251,3,16,1,5,11,7,0,0,0,3,2,4
1,29,0,3,3,1,3046609,8,2,8,1758,3,15,1,21,28,2,1,1,2,3,0,6
1,36,0,2,2,0,111985,7,1,10,1244,2,23,1,6,31,9,0,1,1,2,1,10
0,43,1,1,3,1,589089,10,3,12,1633,2,4,1,21,23,3,0,0,0,1,1,9
0,30,0,3,9,1,329840,6,2,10,3954,2,9,1,16,3,9,1,0,2,1,2,9
0,16,2,2,0,0,112202,9,2,5,632,1,14,1,14,8,9,0,0,1,0,0,2
3,19,0,4,4,1,148716,8,2,10,921,1,10,0,10,10,0,1,1,3,0,0,6
0,48,0,3,6,1,657054,5,3,10,768,1,21,1,15,7,5,1,0,3,4,0,4
0,23,1,2,9,1,260870,8,4,5,3954,2,15,1,14,10,1,0,0,2,3,1,4
0,52,0,3,6,0,7508875,7,2,8,1219,3,5,1,6,29,7,1,0,1,4,1,4
0,25,0,2,0,0,8348261,8,2,11,395,3,5,1,20,25,9,1,0,3,4,2,4
3,21,0,1,3,0,589089,2,2,10,1649,1,6,1,12,19,4,0,0,0,3,1,8
2,23,1,2,4,0,967908,0,1,3,1758,2,8,0,12,8,5,1,0,3,2,2,8
1,62,1,2,1,0,4983019,7,2,4,2672,2,4,1,24,7,7,1,1,1,2,2,6
0,59,1,2,5,0,131480,0,1,8,395,3,10,0,14,3,5,1,0,2,2,2,9
0,8,1,1,1,0,1563723,10,2,9,831,3,2,1,16,29,3,0,1,3,2,0,9
0,42,1,3,9,0,1884102,2,1,10,1552,2,9,1,21,23,7,0,1,2,2,0,9
1,16,0,1,6,1,3017170,6,2,8,1130,3,24,0,14,4,5,0,0,3,0,1,6
1,20,1,3,2,0,9587831,1,2,0,2699,3,18,1,17,13,8,1,0,2,1,1,2
0,59,1,2,7,1,1069422,4,1,8,3954,2,8,1,20,13,2,1,0,1,2,1,5
0,30,1,2,8,1,215870,0,2,6,370,3,3,0,12,27,9,1,0,3,1,2,9
0,30,0,2,1,1,4492854,6,2,7,2551,3,15,0,1,11,9,0,1,3,4,2,4
0,25,1,3,1,1,6683746,0,3,12,3749,2,8,1,22,8,2,0,1,3,2,2,4
0,11,0,2,9,0,7850318,8,1,9,2334,2,14,1,14,27,8,0,0,0,4,0,4
3,11,1,3,1,0,7775818,8,1,8,2160,3,9,1,16,8,2,1,0,0,3,1,6
1,33,0,1,5,0,6941819,0,2,8,1758,1,4,1,13,7,7,0,0,3,1,2,6
0,67,0,3,4,0,436464,10,2,5,845,2,20,1,16,16,6,0,1,2,0,1,5
3,41,0,1,7,1,8348261,6,1,8,2334,1,3,1,16,36,3,1,1,1,1,0,6
1,42,1,1,0,0,4782671,10,2,4,3954,2,8,0,21,10,3,1,0,1,2,0,6
1,30,0,3,0,0,1460818,6,2,8,2672,2,25,1,16,27,0,1,1,3,3,0,9
3,29,0,3,1,1,949312,1,1,8,2558,3,5,1,15,34,2,1,0,3,2,1,8
1,73,0,3,2,1,257205,0,4,10,673,1,3,0,24,22,4,0,1,1,2,2,6
1,41,0,1,5,1,1360106,6,2,10,543,2,2,1,16,4,6,1,0,2,0,0,9
1,57,0,3,6,1,2074427,1,2,8,1825,2,14,1,16,25,6,0,0,0,2,1,6
0,19,0,3,2,1,3017170,3,2,10,963,2,16,1,14,12,5,1,1,3,1,1,4
1,17,1,3,3,0,4823265,3,2,6,1718,2,15,1,18,2,2,0,1,3,1,0,6
0,7,1,2,3,0,3350881,7,2,8,337,2,18,1,4,23,9,0,0,2,1,2,4
0,19,1,1,9,0,8348261,6,2,6,1130,1,6,1,15,20,1,1,1,1,2,0,4
0,22,0,1,9,1,5330846,2,3,4,3954,1,24,1,18,22,2,0,0,2,0,0,4
0,37,0,3,0,0,1460818,4,1,10,1902,2,10,1,16,29,3,1,0,2,4,2,9
0,20,0,1,6,0,1563723,1,1,10,3749,2,1,1,7,26,4,0,1,3,4,2,10
0,18,0,1,0,0,277431,7,7,9,853,1,8,1,9,3,0,1,1,1,2,2,4
0,26,1,1,9,0,212243,1,4,10,2672,1,3,0,24,30,0,1,1,1,0,0,9
1,42,1,1,4,0,212243,1,8,9,2299,1,8,0,13,10,4,0,0,3,3,0,6
2,19,1,2,7,1,436464,3,7,5,306,2,14,1,13,4,1,0,1,1,1,2,6
0,58,1,2,1,1,257205,2,2,8,2832,3,21,1,3,7,1,1,1,2,4,1,5
0,58,0,2,5,1,652739,0,2,5,2672,2,10,1,6,9,3,1,0,0,3,1,5
0,44,1,2,8,1,4648178,4,1,0,521,1,10,1,17,15,8,0,1,0,4,2,4
0,27,1,4,1,0,148716,3,2,11,1902,1,4,0,17,21,6,0,0,0,3,1,9
0,32,0,1,0,1,112202,10,2,9,395,3,23,1,17,10,4,1,1,3,4,1,9
3,48,1,3,4,1,716230,2,4,12,2832,1,3,0,21,23,2,1,1,1,1,1,6
2,36,0,1,5,1,1079127,7,1,12,2375,1,10,0,16,23,1,1,0,2,2,0,8
0,26,0,2,9,1,6683746,9,2,0,845,3,15,1,18,9,6,0,1,3,1,1,4
0,52,0,1,9,1,8596595,10,1,10,963,3,9,1,7,20,8,0,1,0,1,2,4
0,42,1,1,9,1,7508875,4,2,6,263,1,18,0,0,7,3,0,0,1,0,1,4
0,11,1,1,4,1,680555,2,1,10,2445,1,14,1,14,11,2,1,0,1,4,2,9
3,37,0,3,1,0,6251352,0,3,4,2551,1,6,1,14,10,1,0,1,2,1,0,4
0,25,0,3,4,0,8543553,9,2,10,3954,3,6,0,15,20,6,1,1,3,4,1,4
3,53,1,1,5,0,680555,7,1,10,1649,3,15,1,13,10,6,1,1,0,3,1,8
3,48,1,2,4,0,8543553,9,2,11,1682,3,4,0,23,26,1,1,0,2,4,0,4
0,45,0,2,4,1,8154472,4,2,6,337,2,10,1,21,9,4,0,0,1,1,0,4
0,29,1,1,4,0,260870,2,2,6,921,1,7,1,16,20,1,0,0,1,3,0,9
0,36,1,4,8,1,556724,10,2,10,2202,1,4,1,5,3,4,0,0,2,4,2,4
0,41,1,2,0,1,212243,9,2,8,3214,2,6,1,12,3,3,0,1,3,3,2,9
1,28,0,2,6,0,4782671,4,1,5,768,1,21,1,9,3,6,0,0,1,2,2,6
0,25,1,2,9,0,1563723,0,2,10,2160,2,15,0,7,16,2,1,0,3,1,2,9
2,7,1,2,6,0,738824,2,2,4,1633,1,7,1,7,10,7,1,1,2,0,2,8
0,21,0,2,3,0,680555,4,4,8,3139,2,1,0,9,9,4,1,1,3,3,1,9
3,20,1,1,3,0,9525596,2,1,9,831,2,20,1,6,23,9,1,1,0,2,1,6
1,14,0,2,7,1,8973395,0,1,9,2305,3,7,1,16,8,2,0,1,0,1,0,4
0,27,0,3,1,1,7850318,8,2,12,2573,2,6,1,14,8,6,0,0,2,1,1,4
0,56,0,2,6,0,589089,9,2,5,1649,1,10,1,14,10,2,1,0,3,4,0,10
1,25,0,1,2,1,5007892,6,2,1,2551,1,8,0,2,20,1,1,0,3,4,0,1
0,57,1,3,4,1,428343,1,7,10,921,3,7,1,22,8,9,1,0,0,3,0,4
1,8,1,2,7,1,910711,2,2,8,355,2,8,0,15,15,0,0,1,3,3,2,7
1,32,1,3,4,1,399312,8,8,7,521,1,10,0,16,20,8,0,0,1,2,2,4
0,22,0,1,6,0,5797253,6,2,5,251,2,6,0,16,20,6,0,0,1,1,0,4
3,25,0,4,6,1,5797253,4,2,10,533,3,8,1,14,12,4,1,0,2,4,2,4
0,31,2,1,1,0,7508875,4,2,12,3467,2,23,0,14,29,7,0,0,2,4,2,4
2,25,0,2,2,1,949312,3,1,8,395,2,1,0,14,23,5,0,0,2,3,1,8
1,53,1,2,4,0,218690,3,2,8,1394,2,11,0,7,13,5,0,0,1,3,1,9
0,24,1,3,6,1,2208382,2,3,10,2733,2,9,1,6,6,4,0,0,2,0,1,4
3,30,0,1,9,0,8348261,10,1,4,1649,3,20,0,15,39,4,0,0,2,2,0,6
0,33,0,2,3,1,5007892,1,7,8,1219,3,28,0,16,7,3,0,0,3,2,0,3
1,26,1,2,1,1,4492854,6,4,4,1503,1,23,1,20,14,8,0,1,0,0,2,6
0,42,1,2,8,1,1164430,2,1,9,1516,1,21,0,16,3,0,0,1,0,4,2,9
